Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
18-09-2025,Transaction at Jio Fiber,2441.03,Bills,Credit Card,Chennai,Savings,Debit,Desktop,INR,Service,Yes,Thursday,September,Morning
18-09-2025,Transaction at Yulu Bikes,1405.27,Transport,Debit Card,Bangalore,Credit Card,Debit,Mobile,INR,Service,No,Thursday,September,Night
18-09-2025,Transaction at BigBazaar,1857.18,Grocery,Net Banking,Delhi,Savings,Debit,Desktop,INR,Retail,No,Thursday,September,Morning
18-09-2025,Transaction at BigBazaar,1549.92,Grocery,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Retail,No,Thursday,September,Morning
18-09-2025,Transaction at Water Board,3593.83,Bills,Debit Card,Mumbai,Salary,Debit,Desktop,INR,Service,No,Thursday,September,Afternoon
19-09-2025,Transaction at BSNL,3557.11,Bills,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Service,No,Friday,September,Evening
19-09-2025,Transaction at Adidas,5184.66,Clothing,Net Banking,Mumbai,Current,Debit,Mobile,INR,Retail,No,Friday,September,Evening
19-09-2025,Transaction at SonyLiv,230.88,Entertainment,Net Banking,Delhi,Credit Card,Debit,Desktop,INR,Subscription,No,Friday,September,Afternoon
19-09-2025,Transaction at Amazon,954.55,Online Shopping,Net Banking,Chennai,Credit Card,Debit,Desktop,INR,Online Store,No,Friday,September,Night
19-09-2025,Transaction at Nilgiris,2133.83,Grocery,Credit Card,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Friday,September,Evening
19-09-2025,Transaction at YouTube Premium,915.46,Entertainment,Credit Card,Kolkata,Credit Card,Debit,Mobile,INR,Subscription,No,Friday,September,Morning
19-09-2025,Transaction at Yatra,5651.49,Travel,Credit Card,Chennai,Savings,Debit,Mobile,INR,Service,Yes,Friday,September,Afternoon
19-09-2025,Transaction at IRCTC,7645.6,Travel,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Service,No,Friday,September,Afternoon
19-09-2025,Transaction at CCD,1475.95,Food,Debit Card,Bangalore,Current,Debit,Mobile,INR,Restaurant,Yes,Friday,September,Afternoon
19-09-2025,Transaction at Aha,906.79,Entertainment,Debit Card,Bangalore,Current,Debit,Desktop,INR,Subscription,Yes,Friday,September,Evening
19-09-2025,Transaction at Burger King,466.37,Food,Net Banking,Mumbai,Credit Card,Debit,Desktop,INR,Restaurant,No,Friday,September,Night
19-09-2025,Transaction at Apple Music,845.62,Entertainment,Net Banking,Kolkata,Current,Debit,Mobile,INR,Subscription,Yes,Friday,September,Afternoon
19-09-2025,Transaction at Apollo Hospital,6243.79,Healthcare,Credit Card,Pune,Credit Card,Debit,Desktop,INR,Service,Yes,Friday,September,Afternoon
19-09-2025,Transaction at Nature's Basket,862.54,Grocery,Net Banking,Mumbai,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,September,Evening
19-09-2025,Transaction at Reliance Fresh,3386.27,Grocery,UPI,Pune,Credit Card,Debit,Mobile,INR,Retail,Yes,Friday,September,Evening
19-09-2025,Transaction at YouTube Premium,464.95,Entertainment,Credit Card,Delhi,Salary,Debit,Desktop,INR,Subscription,No,Friday,September,Morning
19-09-2025,Transaction at DMart,4808.75,Grocery,Net Banking,Mumbai,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Friday,September,Evening
19-09-2025,Transaction at Flipkart,7438.84,Online Shopping,UPI,Kolkata,Salary,Debit,Desktop,INR,Online Store,No,Friday,September,Night
19-09-2025,Transaction at BigBazaar,1650.73,Grocery,Credit Card,Bangalore,Savings,Debit,POS Terminal,INR,Retail,No,Friday,September,Morning
20-09-2025,Transaction at Reliance Fresh,2591.55,Grocery,Net Banking,Hyderabad,Salary,Debit,POS Terminal,INR,Retail,Yes,Saturday,September,Night
20-09-2025,Transaction at Yulu Bikes,1774.98,Transport,Debit Card,Hyderabad,Savings,Debit,Desktop,INR,Service,No,Saturday,September,Morning
20-09-2025,Transaction at Uber,759.59,Transport,Credit Card,Chennai,Savings,Debit,Desktop,INR,Service,No,Saturday,September,Night
20-09-2025,Transaction at Pizza Hut,890.85,Food,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Saturday,September,Night
20-09-2025,Transaction at Subway,230.44,Food,Net Banking,Hyderabad,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,September,Night
20-09-2025,Transaction at Nilgiris,1406.33,Grocery,UPI,Bangalore,Credit Card,Debit,Desktop,INR,Retail,Yes,Saturday,September,Night
20-09-2025,Transaction at Property Tax Online,2324.43,Bills,Net Banking,Kolkata,Savings,Debit,Desktop,INR,Service,Yes,Saturday,September,Evening
20-09-2025,Transaction at BSNL,2991.84,Bills,Debit Card,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Saturday,September,Night
20-09-2025,Transaction at Airtel,4422.43,Bills,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,September,Evening
20-09-2025,Transaction at Yulu Bikes,1748.52,Transport,Credit Card,Chennai,Salary,Debit,POS Terminal,INR,Service,Yes,Saturday,September,Evening
20-09-2025,Transaction at Nykaa,5203.4,Online Shopping,Net Banking,Hyderabad,Savings,Debit,Mobile,INR,Online Store,No,Saturday,September,Afternoon
20-09-2025,Transaction at Saravana Bhavan,1132.0,Food,Debit Card,Mumbai,Savings,Debit,Mobile,INR,Restaurant,Yes,Saturday,September,Evening
20-09-2025,Transaction at PharmEasy,7736.13,Healthcare,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Service,Yes,Saturday,September,Evening
20-09-2025,Transaction at Aha,470.16,Entertainment,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Subscription,No,Saturday,September,Evening
20-09-2025,Transaction at MedPlus,5071.59,Healthcare,UPI,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Saturday,September,Afternoon
20-09-2025,Transaction at Zee5,371.29,Entertainment,Net Banking,Hyderabad,Credit Card,Debit,Desktop,INR,Subscription,No,Saturday,September,Evening
20-09-2025,Transaction at Flipkart,566.87,Online Shopping,Debit Card,Delhi,Savings,Debit,Desktop,INR,Online Store,No,Saturday,September,Evening
20-09-2025,Transaction at IRCTC,3978.95,Travel,Credit Card,Hyderabad,Current,Debit,POS Terminal,INR,Service,No,Saturday,September,Night
20-09-2025,Transaction at OYO,7445.81,Travel,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Service,Yes,Saturday,September,Night
20-09-2025,Transaction at Yulu Bikes,313.01,Transport,UPI,Pune,Savings,Debit,Desktop,INR,Service,No,Saturday,September,Evening
20-09-2025,Transaction at Max Fashion,4893.56,Clothing,Net Banking,Mumbai,Salary,Debit,POS Terminal,INR,Retail,No,Saturday,September,Afternoon
20-09-2025,Transaction at SonyLiv,447.98,Entertainment,Net Banking,Pune,Salary,Debit,Desktop,INR,Subscription,Yes,Saturday,September,Evening
20-09-2025,Transaction at Water Board,703.57,Bills,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Service,Yes,Saturday,September,Afternoon
20-09-2025,Transaction at Paradise Biryani,1229.64,Food,UPI,Hyderabad,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,September,Night
20-09-2025,Transaction at JioMart,227.03,Grocery,Net Banking,Bangalore,Current,Debit,Mobile,INR,Retail,Yes,Saturday,September,Night
20-09-2025,Transaction at 1mg,8383.71,Healthcare,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Service,Yes,Saturday,September,Afternoon
21-09-2025,Transaction at Water Board,2199.1,Bills,Net Banking,Bangalore,Savings,Debit,POS Terminal,INR,Service,No,Sunday,September,Evening
21-09-2025,Transaction at Nykaa,3257.94,Online Shopping,UPI,Bangalore,Current,Debit,POS Terminal,INR,Online Store,No,Sunday,September,Night
21-09-2025,Transaction at YouTube Premium,180.49,Entertainment,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Subscription,No,Sunday,September,Evening
21-09-2025,Transaction at Flipkart,3324.83,Online Shopping,UPI,Chennai,Salary,Debit,POS Terminal,INR,Online Store,Yes,Sunday,September,Night
21-09-2025,Transaction at Hotstar,228.81,Entertainment,Debit Card,Kolkata,Salary,Debit,Mobile,INR,Subscription,Yes,Sunday,September,Afternoon
21-09-2025,Transaction at SonyLiv,715.2,Entertainment,Credit Card,Mumbai,Salary,Debit,Desktop,INR,Subscription,No,Sunday,September,Morning
21-09-2025,Transaction at MakeMyTrip,7606.01,Travel,Net Banking,Mumbai,Current,Debit,POS Terminal,INR,Service,No,Sunday,September,Afternoon
21-09-2025,Transaction at Starbucks,333.7,Food,Debit Card,Chennai,Savings,Debit,Desktop,INR,Restaurant,Yes,Sunday,September,Afternoon
21-09-2025,Transaction at US Polo,7777.67,Clothing,UPI,Pune,Current,Debit,POS Terminal,INR,Retail,No,Sunday,September,Night
21-09-2025,Transaction at Nature's Basket,2680.36,Grocery,Debit Card,Chennai,Salary,Debit,POS Terminal,INR,Retail,No,Sunday,September,Morning
21-09-2025,Transaction at YouTube Premium,792.65,Entertainment,UPI,Chennai,Salary,Debit,Mobile,INR,Subscription,Yes,Sunday,September,Afternoon
21-09-2025,Transaction at Jio Fiber,804.03,Bills,UPI,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Sunday,September,Night
21-09-2025,Transaction at Apollo Pharmacy,3886.4,Healthcare,Debit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Service,No,Sunday,September,Night
21-09-2025,Transaction at Metro Rail,1732.49,Transport,Credit Card,Pune,Salary,Debit,Mobile,INR,Service,No,Sunday,September,Evening
21-09-2025,Transaction at Levis,4447.13,Clothing,UPI,Pune,Salary,Debit,POS Terminal,INR,Retail,No,Sunday,September,Afternoon
21-09-2025,Transaction at Burger King,696.54,Food,Net Banking,Bangalore,Salary,Debit,Desktop,INR,Restaurant,Yes,Sunday,September,Morning
21-09-2025,Transaction at Puma,1899.67,Clothing,Debit Card,Pune,Salary,Debit,POS Terminal,INR,Retail,No,Sunday,September,Afternoon
21-09-2025,Transaction at Apple Music,926.97,Entertainment,Credit Card,Pune,Credit Card,Debit,Mobile,INR,Subscription,No,Sunday,September,Morning
21-09-2025,Transaction at Wrogn,2881.72,Clothing,Debit Card,Kolkata,Current,Debit,Mobile,INR,Retail,Yes,Sunday,September,Evening
21-09-2025,Transaction at DMart,3296.17,Grocery,Net Banking,Bangalore,Salary,Debit,POS Terminal,INR,Retail,Yes,Sunday,September,Evening
21-09-2025,Transaction at Netflix,617.71,Entertainment,Debit Card,Delhi,Salary,Debit,Mobile,INR,Subscription,No,Sunday,September,Night
21-09-2025,Transaction at BMTC,665.42,Transport,UPI,Delhi,Savings,Debit,POS Terminal,INR,Service,Yes,Sunday,September,Evening
22-09-2025,Transaction at Myntra,3079.72,Online Shopping,Credit Card,Hyderabad,Salary,Debit,Desktop,INR,Online Store,Yes,Monday,September,Afternoon
22-09-2025,Transaction at McDonalds,514.5,Food,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Restaurant,No,Monday,September,Evening
22-09-2025,Transaction at Star Bazaar,608.49,Grocery,Debit Card,Kolkata,Savings,Debit,Mobile,INR,Retail,Yes,Monday,September,Night
22-09-2025,Transaction at Adidas,3705.34,Clothing,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Monday,September,Night
22-09-2025,Transaction at Burger King,1436.2,Food,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Restaurant,No,Monday,September,Morning
22-09-2025,Transaction at Pepperfry,9213.84,Online Shopping,Debit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Online Store,No,Monday,September,Morning
22-09-2025,Transaction at Cream Stone,711.9,Food,Net Banking,Mumbai,Savings,Debit,Mobile,INR,Restaurant,No,Monday,September,Evening
22-09-2025,Transaction at DMart,2102.28,Grocery,Net Banking,Chennai,Credit Card,Debit,Desktop,INR,Retail,Yes,Monday,September,Morning
22-09-2025,Transaction at ACT Fibernet,2812.82,Bills,Debit Card,Pune,Credit Card,Debit,POS Terminal,INR,Service,Yes,Monday,September,Morning
22-09-2025,Transaction at Gaana,535.58,Entertainment,Net Banking,Bangalore,Savings,Debit,Desktop,INR,Subscription,Yes,Monday,September,Afternoon
22-09-2025,Transaction at More Supermarket,4944.64,Grocery,Credit Card,Pune,Savings,Debit,Desktop,INR,Retail,Yes,Monday,September,Afternoon
22-09-2025,Transaction at Cream Stone,385.89,Food,Debit Card,Chennai,Savings,Debit,Mobile,INR,Restaurant,Yes,Monday,September,Afternoon
22-09-2025,Transaction at Meru Cabs,1834.71,Transport,UPI,Bangalore,Savings,Debit,Mobile,INR,Service,Yes,Monday,September,Evening
22-09-2025,Transaction at Puma,3139.51,Clothing,UPI,Kolkata,Salary,Debit,Mobile,INR,Retail,No,Monday,September,Morning
23-09-2025,Transaction at Ola,1345.14,Transport,Debit Card,Kolkata,Salary,Debit,Mobile,INR,Service,No,Tuesday,September,Evening
23-09-2025,Transaction at Kauvery,5160.03,Healthcare,UPI,Chennai,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,September,Morning
23-09-2025,Transaction at Biba,3267.07,Clothing,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Retail,Yes,Tuesday,September,Night
23-09-2025,Transaction at Yulu Bikes,291.25,Transport,Net Banking,Bangalore,Credit Card,Debit,Desktop,INR,Service,No,Tuesday,September,Afternoon
23-09-2025,Transaction at BSNL,3710.57,Bills,UPI,Chennai,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,September,Evening
23-09-2025,Transaction at Woodland,7348.22,Clothing,UPI,Pune,Savings,Debit,POS Terminal,INR,Retail,No,Tuesday,September,Afternoon
23-09-2025,Transaction at Reliance Fresh,4398.84,Grocery,Debit Card,Mumbai,Credit Card,Debit,Desktop,INR,Retail,Yes,Tuesday,September,Night
23-09-2025,Transaction at TSRTC,1378.37,Transport,Net Banking,Chennai,Salary,Debit,Desktop,INR,Service,Yes,Tuesday,September,Afternoon
23-09-2025,Transaction at Zara,6360.69,Clothing,Credit Card,Kolkata,Savings,Debit,Desktop,INR,Retail,No,Tuesday,September,Morning
23-09-2025,Transaction at Nilgiris,4114.69,Grocery,Credit Card,Delhi,Salary,Debit,Mobile,INR,Retail,Yes,Tuesday,September,Evening
23-09-2025,Transaction at Rapido,1086.23,Transport,Credit Card,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Tuesday,September,Night
23-09-2025,Transaction at 1mg,1393.44,Healthcare,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,September,Morning
23-09-2025,Transaction at Gaana,784.3,Entertainment,Debit Card,Chennai,Salary,Debit,Mobile,INR,Subscription,Yes,Tuesday,September,Afternoon
23-09-2025,Transaction at Ola,1997.82,Transport,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Service,Yes,Tuesday,September,Evening
23-09-2025,Transaction at SonyLiv,232.65,Entertainment,Credit Card,Bangalore,Credit Card,Debit,Mobile,INR,Subscription,No,Tuesday,September,Morning
23-09-2025,Transaction at Apple Music,998.98,Entertainment,UPI,Kolkata,Savings,Debit,Desktop,INR,Subscription,Yes,Tuesday,September,Evening
23-09-2025,Transaction at Saravana Bhavan,450.05,Food,Net Banking,Delhi,Current,Debit,Mobile,INR,Restaurant,Yes,Tuesday,September,Afternoon
23-09-2025,Transaction at Hotstar,272.22,Entertainment,Credit Card,Chennai,Current,Debit,Mobile,INR,Subscription,Yes,Tuesday,September,Evening
24-09-2025,Transaction at Uber,930.7,Transport,Net Banking,Bangalore,Current,Debit,Desktop,INR,Service,Yes,Wednesday,September,Night
24-09-2025,Transaction at Water Board,1234.73,Bills,Net Banking,Chennai,Savings,Debit,Desktop,INR,Service,Yes,Wednesday,September,Night
24-09-2025,Transaction at Saravana Bhavan,1125.54,Food,UPI,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,No,Wednesday,September,Evening
24-09-2025,Transaction at CloudNine,3719.11,Healthcare,Net Banking,Bangalore,Savings,Debit,Mobile,INR,Service,No,Wednesday,September,Evening
24-09-2025,Transaction at Apollo Pharmacy,6110.39,Healthcare,Credit Card,Kolkata,Current,Debit,Mobile,INR,Service,No,Wednesday,September,Afternoon
24-09-2025,Transaction at BMTC,1374.45,Transport,Debit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Service,No,Wednesday,September,Afternoon
24-09-2025,Transaction at Zee5,884.87,Entertainment,UPI,Delhi,Current,Debit,POS Terminal,INR,Subscription,No,Wednesday,September,Afternoon
24-09-2025,Transaction at Metro Rail,1417.2,Transport,Net Banking,Delhi,Salary,Debit,Mobile,INR,Service,Yes,Wednesday,September,Morning
24-09-2025,Transaction at Tata Cliq,3877.02,Online Shopping,Credit Card,Bangalore,Savings,Debit,Mobile,INR,Online Store,Yes,Wednesday,September,Night
24-09-2025,Transaction at Property Tax Online,2937.77,Bills,UPI,Delhi,Current,Debit,Desktop,INR,Service,No,Wednesday,September,Night
24-09-2025,Transaction at Ola,1846.88,Transport,Debit Card,Bangalore,Savings,Debit,Mobile,INR,Service,No,Wednesday,September,Afternoon
24-09-2025,Transaction at Property Tax Online,1439.73,Bills,Net Banking,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Wednesday,September,Morning
24-09-2025,Transaction at ACT Fibernet,3926.34,Bills,Net Banking,Pune,Salary,Debit,Mobile,INR,Service,No,Wednesday,September,Night
24-09-2025,Transaction at Nature's Basket,260.86,Grocery,Net Banking,Kolkata,Salary,Debit,Desktop,INR,Retail,No,Wednesday,September,Morning
25-09-2025,Transaction at Adidas,7195.3,Clothing,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Retail,No,Thursday,September,Night
25-09-2025,Transaction at Burger King,586.87,Food,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,September,Evening
25-09-2025,Transaction at Star Bazaar,4510.72,Grocery,Net Banking,Delhi,Current,Debit,Desktop,INR,Retail,No,Thursday,September,Morning
25-09-2025,Transaction at Aha,754.78,Entertainment,Net Banking,Bangalore,Savings,Debit,POS Terminal,INR,Subscription,No,Thursday,September,Night
25-09-2025,Transaction at Vodafone Idea,2179.98,Bills,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Service,No,Thursday,September,Afternoon
25-09-2025,Transaction at RedBus,647.8,Transport,Credit Card,Pune,Current,Debit,Mobile,INR,Service,Yes,Thursday,September,Afternoon
25-09-2025,Transaction at Kauvery,2179.5,Healthcare,UPI,Bangalore,Credit Card,Debit,Desktop,INR,Service,Yes,Thursday,September,Morning
25-09-2025,Transaction at SonyLiv,453.61,Entertainment,Debit Card,Chennai,Salary,Debit,Desktop,INR,Subscription,Yes,Thursday,September,Afternoon
25-09-2025,Transaction at RedBus,1782.49,Transport,Debit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Service,No,Thursday,September,Night
25-09-2025,Transaction at Saravana Bhavan,663.93,Food,UPI,Kolkata,Current,Debit,Mobile,INR,Restaurant,No,Thursday,September,Evening
25-09-2025,Transaction at Rapido,1130.44,Transport,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,No,Thursday,September,Morning
25-09-2025,Transaction at Property Tax Online,5253.41,Bills,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Thursday,September,Afternoon
25-09-2025,Transaction at Rapido,1911.7,Transport,Credit Card,Hyderabad,Salary,Debit,Desktop,INR,Service,No,Thursday,September,Morning
25-09-2025,Transaction at Spencers,1690.97,Grocery,Net Banking,Pune,Savings,Debit,Mobile,INR,Retail,Yes,Thursday,September,Morning
25-09-2025,Transaction at CCD,320.24,Food,Debit Card,Delhi,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,September,Night
25-09-2025,Transaction at Nature's Basket,464.29,Grocery,Net Banking,Kolkata,Savings,Debit,POS Terminal,INR,Retail,No,Thursday,September,Afternoon
25-09-2025,Transaction at Dominos,1178.81,Food,Debit Card,Pune,Current,Debit,Mobile,INR,Restaurant,No,Thursday,September,Evening
25-09-2025,Transaction at McDonalds,1168.67,Food,Net Banking,Kolkata,Salary,Debit,POS Terminal,INR,Restaurant,No,Thursday,September,Night
25-09-2025,Transaction at Aster,3986.5,Healthcare,Net Banking,Pune,Current,Debit,POS Terminal,INR,Service,No,Thursday,September,Night
25-09-2025,Transaction at Lenskart,2288.3,Online Shopping,Debit Card,Chennai,Savings,Debit,Mobile,INR,Online Store,Yes,Thursday,September,Night
25-09-2025,Transaction at Zee5,382.06,Entertainment,UPI,Bangalore,Credit Card,Debit,Mobile,INR,Subscription,No,Thursday,September,Evening
25-09-2025,Transaction at RedBus,342.33,Transport,Net Banking,Kolkata,Savings,Debit,Desktop,INR,Service,No,Thursday,September,Evening
26-09-2025,Transaction at Reliance Fresh,2222.84,Grocery,UPI,Chennai,Savings,Debit,Desktop,INR,Retail,Yes,Friday,September,Night
